amazement,solemnity,tenderness,nostalgia,calmness,power,joyful_activation,tension,sadness,mood,age,avg_bpm_listened,most_listened_genre_Classical,most_listened_genre_Electronic,most_listened_genre_Hip-hop,most_listened_genre_Jazz,most_listened_genre_Pop,most_listened_genre_Rock,listening_frequency_daily,listening_frequency_hourly,listening_frequency_monthly,listening_frequency_weekly
1,0,1,1,0,0,0,0,0,5,59,163,0,0,0,0,1,0,0,1,0,0
0,0,0,0,1,1,0,0,0,1,19,120,0,0,0,0,1,0,1,0,0,0
0,0,0,0,1,0,0,0,1,4,18,148,0,0,1,0,0,0,0,0,0,1
0,0,1,1,0,0,0,0,0,3,60,198,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,0,0,0,1,4,30,89,0,0,0,0,1,0,0,0,0,1
0,0,0,0,1,0,0,0,0,3,20,156,0,0,0,1,0,0,0,0,0,1
0,1,0,0,0,0,0,1,1,3,53,183,1,0,0,0,0,0,0,0,0,1
0,0,1,0,1,0,0,0,1,5,11,61,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,1,1,3,23,111,0,0,0,0,0,1,0,0,1,0
0,0,0,1,0,0,0,0,1,4,47,91,0,0,0,0,1,0,1,0,0,0
0,0,1,0,1,0,1,0,0,4,26,146,1,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,1,1,33,163,0,1,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,1,5,25,81,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,1,0,4,33,164,0,0,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,3,35,199,1,0,0,0,0,0,0,1,0,0
0,1,0,1,0,0,0,0,1,3,33,195,1,0,0,0,0,0,0,0,0,1
0,1,1,0,0,0,0,1,0,4,17,146,0,0,1,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,5,34,77,0,0,0,0,1,0,0,0,1,0
0,1,0,0,1,0,0,0,0,5,59,178,0,1,0,0,0,0,0,0,1,0
0,0,0,1,1,0,0,0,1,3,53,103,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,1,1,5,11,181,0,0,1,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,0,3,23,178,0,0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,3,26,90,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,4,26,124,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0,1,0,1,0,3,16,113,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,3,15,153,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0,0,0,1,0,4,30,150,0,0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,1,1,0,4,45,87,0,0,0,1,0,0,1,0,0,0
0,1,0,0,0,0,0,0,1,1,33,158,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,1,0,1,0,4,18,131,0,0,1,0,0,0,0,0,1,0
0,1,0,1,0,0,0,0,1,3,33,173,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,5,34,139,0,0,0,1,0,0,0,0,1,0
0,1,0,0,0,1,0,0,1,4,17,69,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,3,36,73,0,0,0,1,0,0,0,0,1,0
0,1,0,0,0,0,0,1,0,3,60,134,0,0,1,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,1,4,23,160,1,0,0,0,0,0,0,0,1,0
0,1,0,0,0,1,1,0,0,3,53,130,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,1,1,5,37,76,1,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,1,1,5,11,147,0,0,0,1,0,0,0,0,1,0
0,1,0,0,0,0,0,0,1,3,23,76,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,1,3,26,137,0,1,0,0,0,0,0,0,1,0
0,1,0,0,1,1,0,0,0,5,40,179,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,1,1,4,42,95,0,0,0,1,0,0,0,1,0,0
0,0,1,0,1,1,0,0,0,4,45,164,0,0,0,1,0,0,0,0,1,0
0,1,0,0,0,0,0,1,1,1,33,70,0,0,0,1,0,0,1,0,0,0
0,1,0,0,0,0,0,1,1,5,25,193,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,5,44,91,1,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,2,20,152,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,5,34,200,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,3,68,95,0,0,1,0,0,0,1,0,0,0
0,1,0,0,0,0,1,1,0,3,33,161,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,1,1,0,3,53,135,0,0,0,0,1,0,1,0,0,0
0,1,0,1,0,1,0,0,0,3,39,129,1,0,0,0,0,0,0,0,0,1
0,1,0,0,0,1,1,0,0,5,40,152,0,1,0,0,0,0,0,1,0,0
1,1,0,0,0,0,1,0,0,5,11,170,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,0,0,1,3,23,132,0,0,0,0,0,1,0,0,0,1
1,0,1,0,0,0,1,0,0,3,26,88,0,1,0,0,0,0,0,1,0,0
1,0,0,0,0,1,1,0,0,4,45,130,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,1,0,0,5,59,136,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,1,1,0,5,25,92,0,1,0,0,0,0,0,0,0,1
0,0,1,0,0,1,0,1,0,4,18,190,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,1,33,65,0,0,0,0,0,1,0,0,1,0
1,0,0,0,0,1,1,0,0,4,44,171,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,2,16,152,0,0,1,0,0,0,1,0,0,0
0,1,0,1,0,0,0,0,1,4,49,149,1,0,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,5,34,68,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0,0,0,0,1,5,40,179,0,0,1,0,0,0,1,0,0,0
1,1,0,0,1,0,0,0,0,3,53,134,0,0,0,0,1,0,0,0,1,0
0,0,0,1,1,0,0,0,1,3,33,61,0,0,0,1,0,0,0,0,1,0
0,1,0,0,1,0,0,0,0,5,60,167,1,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,3,25,158,0,1,0,0,0,0,1,0,0,0
0,0,0,1,1,0,0,0,1,5,11,106,0,0,0,0,0,1,0,0,1,0
0,0,0,1,1,0,0,0,0,3,26,185,0,0,1,0,0,0,0,1,0,0
0,0,1,1,0,0,0,0,1,4,36,181,0,0,0,0,1,0,1,0,0,0
0,0,1,0,1,0,0,1,0,4,45,157,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,1,5,25,144,1,0,0,0,0,0,0,0,1,0
0,0,1,1,0,0,0,0,0,1,33,164,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,3,40,194,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,1,1,4,44,71,0,0,0,0,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,4,34,110,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,2,20,173,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,5,41,183,0,0,0,1,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,5,34,161,1,0,0,0,0,0,0,1,0,0
0,1,0,0,0,1,0,1,0,5,40,193,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,3,53,101,0,0,1,0,0,0,0,0,0,1
0,1,0,0,0,0,1,1,0,5,60,154,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,1,0,3,33,181,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,1,1,0,4,45,117,0,0,0,0,1,0,0,0,0,1
1,1,0,0,0,0,1,0,0,5,11,173,0,0,1,0,0,0,0,1,0,0
0,0,0,0,1,0,1,0,0,3,26,137,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,5,25,200,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,2,32,162,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,1,33,77,0,0,1,0,0,0,0,1,0,0
1,1,1,0,0,0,1,0,0,3,25,103,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,3,40,97,0,0,0,1,0,0,0,1,0,0
0,1,0,0,0,1,0,0,1,4,49,103,0,0,0,0,0,1,0,1,0,0
0,0,0,1,0,0,1,1,0,4,63,77,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,2,16,190,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,4,16,126,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,1,1,0,5,40,161,0,0,1,0,0,0,0,0,1,0
0,1,0,0,0,0,1,1,0,5,60,81,0,0,0,0,1,0,0,0,1,0
0,0,0,1,0,0,1,1,0,3,53,200,0,0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,3,24,163,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,1,0,1,0,3,34,75,1,0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,1,0,3,33,91,0,0,1,0,0,0,1,0,0,0
0,1,0,1,0,1,0,0,0,4,45,180,1,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,1,1,0,5,11,108,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,3,26,135,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,1,1,0,0,4,49,160,1,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,1,1,5,25,138,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,2,32,93,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,3,40,162,0,0,0,1,0,0,1,0,0,0
1,1,0,0,0,0,0,1,0,4,23,144,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,1,0,3,68,107,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,1,1,1,33,196,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,2,16,181,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,3,34,71,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,1,3,33,66,0,0,0,1,0,0,1,0,0,0
0,0,0,0,1,1,1,0,0,4,43,181,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,1,1,33,114,0,0,1,0,0,0,1,0,0,0
1,0,1,0,0,0,1,0,0,5,11,199,0,0,1,0,0,0,0,0,0,1
0,0,1,0,1,0,1,0,0,3,26,169,0,0,0,0,0,1,1,0,0,0
0,0,0,0,1,0,1,0,0,3,14,74,0,0,0,0,1,0,0,0,0,1
1,1,0,0,1,0,0,0,0,3,39,173,0,0,0,0,0,1,0,0,0,1
0,0,0,0,1,0,1,0,0,3,14,81,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,3,40,199,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0,0,0,0,5,25,105,0,0,0,1,0,0,0,0,0,1
0,1,0,0,0,0,1,1,0,5,39,111,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,5,59,192,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,2,16,200,0,0,0,0,1,0,0,0,1,0
0,0,0,0,1,1,1,0,0,5,64,200,0,0,0,0,0,1,0,0,1,0
0,1,0,0,1,0,1,0,0,5,60,121,1,0,0,0,0,0,0,1,0,0
0,0,1,0,0,1,1,0,0,5,40,99,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,1,1,1,0,3,53,176,0,0,1,0,0,0,1,0,0,0
0,0,0,0,1,0,0,1,1,4,43,112,0,1,0,0,0,0,0,0,1,0
0,0,0,0,1,0,1,0,0,3,34,119,0,0,0,1,0,0,0,0,0,1
0,0,1,0,1,0,0,0,0,3,33,179,0,0,1,0,0,0,1,0,0,0
0,0,1,0,1,0,1,0,0,3,27,191,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,33,142,0,0,0,0,1,0,0,0,0,1
0,0,1,1,1,0,0,0,0,5,11,127,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,3,26,105,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,3,40,77,0,0,1,0,0,0,0,1,0,0
1,0,0,1,0,0,1,0,0,5,25,106,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,3,21,194,0,0,0,0,1,0,0,1,0,0
1,0,0,0,1,0,0,0,0,5,25,147,0,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,4,20,167,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,4,20,109,0,0,0,1,0,0,0,1,0,0
0,0,0,0,1,1,1,0,0,5,64,120,1,0,0,0,0,0,1,0,0,0
0,0,1,0,1,0,0,1,0,5,60,123,0,0,0,1,0,0,1,0,0,0
0,1,0,0,1,0,0,0,0,5,59,140,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,4,41,144,0,0,0,0,1,0,0,0,0,1
0,0,1,0,1,0,0,0,1,3,53,179,0,0,1,0,0,0,0,0,0,1
0,0,1,0,1,0,0,0,0,3,33,146,0,0,0,1,0,0,0,0,1,0
0,0,1,0,1,0,0,0,0,4,16,158,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,1,33,171,0,0,0,0,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,3,15,198,0,0,0,1,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,4,47,153,0,0,1,0,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0,3,26,80,0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,4,37,164,0,0,1,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,3,40,151,1,0,0,0,0,0,0,0,0,1
0,1,0,0,1,0,0,0,0,4,36,91,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,1,25,128,0,0,0,0,0,1,0,1,0,0
0,1,0,0,1,0,1,0,0,5,64,196,0,0,0,0,1,0,0,0,1,0
0,0,0,1,1,0,0,0,1,5,60,104,0,0,1,0,0,0,0,1,0,0
0,0,0,1,1,0,0,0,0,2,28,171,0,1,0,0,0,0,1,0,0,0
0,0,0,0,1,1,0,0,1,4,63,126,0,0,1,0,0,0,1,0,0,0
0,1,0,1,1,0,0,0,0,4,18,130,0,0,0,0,0,1,0,0,1,0
0,0,1,0,1,0,0,0,0,4,29,68,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,1,0,1,4,43,86,0,0,1,0,0,0,0,1,0,0
0,0,1,1,1,0,0,0,0,3,34,121,0,1,0,0,0,0,1,0,0,0
0,1,1,0,0,0,0,0,0,3,32,171,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,4,37,147,0,0,0,1,0,0,1,0,0,0
0,1,0,0,0,0,0,0,1,4,30,198,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0,0,0,0,0,4,47,149,0,0,0,0,0,1,0,0,1,0
0,0,0,0,1,0,0,0,1,4,20,140,1,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,3,40,139,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,0,0,0,0,5,48,164,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,1,1,25,170,0,0,1,0,0,0,0,1,0,0
0,1,0,1,0,0,0,0,0,1,33,107,1,0,0,0,0,0,0,0,1,0
0,1,1,0,0,0,0,1,0,5,60,173,0,0,1,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,2,28,143,0,0,0,0,1,0,0,1,0,0
0,1,1,0,0,0,0,0,1,4,63,164,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0,0,0,1,1,4,16,194,1,0,0,0,0,0,1,0,0,0
1,1,0,0,1,0,0,0,0,3,34,77,0,0,0,0,0,1,0,0,1,0
1,1,0,1,0,0,0,0,0,4,18,98,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,1,1,1,0,4,43,84,1,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,1,3,33,88,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,3,58,108,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,0,0,1,0,5,23,109,0,0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,4,47,117,0,0,0,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,3,40,161,1,0,0,0,0,0,0,1,0,0
0,0,1,0,1,0,0,1,0,4,22,153,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,5,48,157,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,1,0,0,1,3,21,182,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,1,1,1,25,179,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,1,1,0,0,3,25,168,0,0,1,0,0,0,0,1,0,0
0,1,0,0,0,0,0,1,0,1,33,199,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,3,68,86,0,0,0,0,1,0,0,0,0,1
0,1,0,0,0,1,0,1,0,5,60,127,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,4,36,87,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,1,0,2,28,186,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,1,3,34,131,0,0,1,0,0,0,0,1,0,0
0,1,0,0,1,1,0,0,0,4,18,95,0,0,0,0,1,0,0,1,0,0
0,1,0,1,0,0,0,1,0,3,33,127,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0,1,0,0,1,4,25,104,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,4,47,81,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,3,40,126,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,1,1,1,0,3,32,88,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0,1,1,0,0,3,35,96,0,0,1,0,0,0,0,1,0,0
0,1,0,0,0,0,1,0,0,3,27,141,0,0,0,0,0,1,0,0,0,1
0,0,0,1,0,0,0,0,0,4,63,79,0,0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,1,0,0,1,25,172,0,0,0,1,0,0,1,0,0,0
0,1,0,0,0,1,1,0,0,2,27,96,0,1,0,0,0,0,0,1,0,0
1,0,0,0,0,1,1,0,0,1,33,83,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,1,3,52,90,0,0,0,1,0,0,0,1,0,0
0,1,0,0,0,1,0,1,0,5,60,72,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,1,0,0,4,27,125,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,5,37,167,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,3,34,170,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,4,18,180,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,1,0,1,0,3,15,114,0,0,1,0,0,0,0,0,1,0
0,1,0,0,0,0,1,0,1,3,33,147,1,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,4,47,90,0,1,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,1,1,25,104,0,0,0,0,1,0,1,0,0,0
0,0,1,0,0,0,0,1,0,5,25,150,0,0,0,1,0,0,0,1,0,0
0,1,0,0,1,0,0,0,1,3,27,67,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,0,0,0,1,4,63,112,1,0,0,0,0,0,1,0,0,0
0,1,1,1,0,0,0,0,0,5,46,197,0,0,0,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,1,1,33,141,0,0,0,0,0,1,1,0,0,0
0,1,1,0,1,0,0,0,0,3,52,99,1,0,0,0,0,0,0,0,1,0
0,0,1,1,1,0,0,0,0,5,37,142,0,0,0,1,0,0,0,0,0,1
0,0,0,1,0,0,0,0,1,3,25,85,0,0,0,0,1,0,1,0,0,0
0,0,0,1,1,0,0,0,1,3,39,92,0,0,1,0,0,0,0,0,1,0
1,0,1,1,0,0,0,0,0,5,60,126,0,0,1,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,1,4,27,107,0,0,0,1,0,0,0,0,0,1
0,0,0,1,0,0,0,1,1,3,34,119,0,0,1,0,0,0,0,1,0,0
1,1,0,0,1,0,0,0,0,4,18,177,1,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,0,0,1,3,33,189,0,0,0,0,1,0,0,0,0,1
0,0,0,0,1,0,0,0,0,4,22,137,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,4,63,160,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,3,20,80,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,1,5,25,90,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,1,0,1,33,159,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,3,25,194,1,0,0,0,0,0,0,0,1,0
1,0,0,1,1,0,0,0,0,3,15,187,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,1,0,0,3,38,180,0,0,1,0,0,0,1,0,0,0
0,0,0,1,0,0,0,1,0,1,23,164,0,0,0,1,0,0,1,0,0,0
0,1,0,0,0,0,1,0,0,3,26,88,0,0,1,0,0,0,0,1,0,0
0,1,0,0,0,0,1,1,0,5,60,147,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,3,35,94,0,0,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,3,32,99,0,0,1,0,0,0,1,0,0,0
0,1,0,1,1,0,0,0,0,4,18,112,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,1,1,1,3,33,114,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,4,25,180,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,1,0,4,43,86,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,1,0,0,2,35,152,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,1,0,0,0,4,47,111,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,4,63,72,0,0,0,0,1,0,0,0,0,1
0,0,0,1,0,1,0,0,0,5,25,172,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,1,33,98,0,1,0,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,3,25,119,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,3,34,171,0,0,0,1,0,0,0,0,1,0
0,0,1,1,0,0,0,1,0,3,39,160,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,3,26,78,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,1,1,0,5,60,124,0,0,0,1,0,0,0,1,0,0
0,0,1,1,0,0,1,0,0,3,33,126,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,4,27,195,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,1,0,3,24,179,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,4,18,163,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,1,1,1,0,4,43,186,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,1,0,0,2,35,142,0,0,0,0,0,1,0,0,0,1
0,0,0,1,0,0,1,0,0,3,33,104,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0,0,0,0,0,4,47,150,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,3,24,60,0,0,0,0,1,0,0,0,0,1
0,0,0,0,1,0,0,0,1,5,25,92,0,0,0,1,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,1,33,188,0,0,0,1,0,0,1,0,0,0
0,0,1,1,0,0,0,0,0,3,25,102,1,0,0,0,0,0,1,0,0,0
0,1,1,0,0,0,0,0,1,4,63,74,0,1,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,3,34,122,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,1,3,26,155,0,0,0,0,0,1,0,1,0,0
0,1,0,0,1,0,0,0,0,3,33,155,0,0,0,1,0,0,1,0,0,0
0,1,0,0,0,0,0,0,1,4,27,128,0,0,0,1,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,2,35,103,0,0,0,1,0,0,0,0,0,1
0,1,0,0,0,0,0,1,0,3,24,118,1,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,4,18,190,1,0,0,0,0,0,1,0,0,0
0,1,0,0,1,0,0,0,1,4,43,138,0,1,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,1,25,131,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,3,33,188,0,0,0,0,1,0,1,0,0,0
1,0,1,1,0,0,0,0,0,3,44,139,0,1,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,3,28,178,0,0,0,0,0,1,0,0,0,1
0,0,0,1,0,0,0,0,0,4,47,122,0,0,1,0,0,0,1,0,0,0
0,0,0,1,1,1,0,0,0,4,63,60,0,0,0,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,4,29,192,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,1,1,0,1,33,97,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,1,0,0,5,23,161,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,1,0,3,34,103,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,3,25,98,0,0,1,0,0,0,1,0,0,0
0,1,0,0,1,0,0,0,0,3,24,136,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,1,0,0,3,33,92,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,0,0,0,0,4,27,61,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,4,18,101,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,1,25,86,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,1,0,3,33,170,0,0,1,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,3,60,77,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0,1,1,0,0,3,44,101,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,1,0,0,3,28,98,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,4,47,151,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,0,0,5,25,100,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,1,1,1,0,4,11,111,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,2,45,83,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,1,1,0,1,33,98,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,4,42,124,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,3,25,153,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,3,25,183,0,0,0,0,1,0,0,0,0,1
